ID_VENTE;CD_PRODUIT;DT_VENTE;ID_CLIENT;QTE_VENTE;PRIX_ACHAT;PRIX_VENTE;;;;
ES-2013-CH1207045-41598;TEC-AC-5226;21/12/2021;CH-1207045;1,00;118.2816;147.852;;;;
IN-2015-RS1976592-42202;TEC-CO-3687;10/02/2024;RS-1976592;10,00;76.3272;95.409;;;;
IT-2015-JF1535545-42126;OFF-ST-6049;01/09/2020;JF-1535545;7,00;63.1968;78.996;;;;
MX-2012-LT1676593-40931;FUR-BO-3890;08/10/2021;LT-1676593;3,00;208.29312;260.3664;;;;
CA-2015-AG10390140-42255;FUR-FU-3830;22/08/2020;AG-103901404;4,00;3.1616;3.952;;;;
CA-2014-AG10390140-41964;OFF-BI-2880;17/03/2022;AG-103901406;5,00;0.7008;0.876;;;;
CA-2014-AG10390140-41975;OFF-AR-5323;06/10/2020;AG-103901408;6,00;2.352;2.94;;;;
ES-2015-FA14230139-42223;FUR-BO-5941;20/11/2022;FA-14230139;6,00;72.192;90.24;;;;
MX-2012-GT1471039-40975;FUR-CH-4532;17/10/2023;GT-1471039;6,00;152.2752;190.344;;;;
US-2015-AR10405140-42244;FUR-TA-5421;26/05/2021;AR-104051406;1,00;243.008;303.76;;;;
IT-2015-KB1640562-42274;TEC-CO-5995;29/02/2020;KB-1640562;3,00;53.19808;66.4976;;;;
IN-2013-ST2053059-41430;TEC-CO-4578;05/03/2020;ST-2053059;8,00;102.3744;127.968;;;;
MX-2013-DK1337582-41530;TEC-AC-5224;15/09/2021;DK-1337582;7,00;58.5648;73.206;;;;
IS-2014-AS13563-41923;OFF-ST-6264;05/08/2021;AS-13563;1,00;48.7728;60.966;;;;
IN-2012-SP2062011-41262;FUR-CH-5378;23/11/2021;SP-2062011;2,00;110.5056;138.132;;;;
IN-2013-EC1405058-41605;TEC-AC-4186;19/06/2022;EC-1405058;9,00;54.6432;68.304;;;;
EG-2012-IG508538-41109;TEC-PH-5270;20/12/2023;IG-508538;10,00;90.1884;112.7355;;;;
ID-2012-TB2117559-41132;TEC-CO-3685;25/12/2023;TB-2117559;4,00;137.7648;172.206;;;;
MX-2015-TB2135518-42270;FUR-BO-5798;08/01/2022;TB-2135518;3,00;36.36;45.45;;;;
ID-2015-MC176357-42132;TEC-AC-5226;20/11/2021;MC-176357;5,00;118.2816;147.852;;;;
CA-2013-AR10405140-41486;TEC-AC-5237;08/01/2024;AR-104051408;6,00;25.568;31.96;;;;
MX-2015-GT1475582-42157;FUR-TA-3346;25/08/2024;GT-1475582;2,00;362.832;453.54;;;;
CA-2012-AR10405140-41184;FUR-TA-3426;16/03/2021;AR-104051404;4,00;100.4024;125.503;;;;
IT-2012-DF13135139-41213;TEC-CO-3598;28/01/2024;DF-13135139;1,00;101.593024;126.99128;;;;
CA-2015-AR10405140-42175;TEC-AC-6072;05/09/2022;AR-104051406;9,00;8.2496;10.312;;;;
IT-2014-MF18250139-41646;OFF-ST-6046;31/01/2022;MF-18250139;9,00;47.6208;59.526;;;;
ES-2014-JF1535545-41804;FUR-CH-5446;02/03/2021;JF-1535545;10,00;45.888;57.36;;;;
IN-2013-CS1249027-41360;FUR-BO-5763;12/01/2022;CS-1249027;2,00;140.208;175.26;;;;
ID-2014-MY182957-41640;TEC-AC-5122;10/02/2024;MY-182957;4,00;32.3808;40.476;;;;
ES-2015-RD1948048-42140;OFF-AP-4735;21/08/2021;RD-1948048;7,00;378.4968;473.121;;;;
ES-2013-SS2041045-41501;FUR-CH-5441;09/04/2022;SS-2041045;6,00;112.7808;140.976;;;;
EN-2013-AS24042-41422;FUR-BO-3640;08/09/2023;AS-24042;3,00;156.5184;195.648;;;;
ZA-2012-PG8820146-40927;OFF-AR-3494;13/11/2021;PG-8820146;6,00;9.552;11.94;;;;
CM-2015-JS603022-42151;OFF-AP-3574;25/08/2024;JS-603022;4,00;124.5024;155.628;;;;
MX-2014-SS2059031-41977;TEC-PH-5356;18/10/2021;SS-2059031;1,00;204.4512;255.564;;;;
IZ-2013-CS249061-41295;OFF-AP-4507;20/12/2020;CS-249061;3,00;289.648;362.06;;;;
ES-2015-CS1195096-42324;FUR-BO-3894;08/03/2024;CS-1195096;7,00;62.79336;78.4917;;;;
RO-2012-CM2715107-41059;TEC-PH-5336;15/05/2022;CM-2715107;3,00;89.616;112.02;;;;
IN-2012-TB213557-41066;TEC-PH-5812;08/02/2021;TB-213557;2,00;54.2976;67.872;;;;
UP-2015-BM1140137-42119;TEC-CO-4775;29/07/2023;BM-1140137;4,00;71.5536;89.442;;;;
ID-2013-HG1502597-41579;TEC-CO-3610;14/05/2023;HG-1502597;9,00;120.6432;150.804;;;;
ES-2012-RD1972045-41265;OFF-ST-4258;24/10/2024;RD-1972045;6,00;33.0696;41.337;;;;
MX-2013-HF1499518-41423;FUR-CH-4562;14/09/2023;HF-1499518;8,00;42.6456;53.307;;;;
ES-2014-ME1801045-41959;FUR-FU-4034;03/02/2023;ME-1801045;3,00;13.5648;16.956;;;;
IT-2013-LL1684045-41634;TEC-AC-5226;22/07/2021;LL-1684045;1,00;118.2816;147.852;;;;
ID-2014-CM1211558-41768;FUR-CH-5449;05/06/2022;CM-1211558;3,00;30.5408;38.176;;;;
CA-2012-AR10405140-41184;FUR-CH-4403;18/01/2024;AR-104051404;9,00;28.5488;35.686;;;;
LY-2013-EB370574-41409;FUR-BO-4850;11/03/2020;EB-370574;2,00;132.192;165.24;;;;
IN-2014-RH19555102-41858;TEC-MA-5512;25/07/2023;RH-19555102;10,00;64.0584;80.073;;;;
SF-2012-JH5820117-40949;TEC-PH-3791;27/08/2024;JH-5820117;4,00;43.0704;53.838;;;;
IN-2012-SP2062011-41262;TEC-CO-3684;23/09/2021;SP-2062011;7,00;98.5608;123.201;;;;
IN-2015-JL1523527-42322;TEC-MA-5008;02/10/2023;JL-1523527;1,00;75.2256;94.032;;;;
ES-2014-PK1891048-41944;OFF-ST-5703;20/11/2021;PK-1891048;3,00;67.4208;84.276;;;;
CA-2015-AR10405140-42175;OFF-PA-6498;03/07/2024;AR-104051406;3,00;39.128;48.91;;;;
CA-2015-AR10405140-42145;OFF-BI-6098;03/09/2023;AR-104051402;8,00;3.3024;4.128;;;;
CA-2012-AC10420140-41101;FUR-TA-4622;18/01/2021;AC-104201404;8,00;116.392;145.49;;;;
ES-2013-RA1994564-41584;OFF-AP-3866;13/02/2022;RA-1994564;8,00;134.0208;167.526;;;;
IN-2014-BS1138027-41759;FUR-CH-4654;12/04/2023;BS-1138027;1,00;145.5072;181.884;;;;
RS-2015-CC2370108-42178;FUR-BO-5780;05/04/2024;CC-2370108;9,00;78.696;98.37;;;;
SA-2013-JP6135110-41439;FUR-TA-3349;30/08/2020;JP-6135110;10,00;213.26352;266.5794;;;;
ES-2015-LW16825139-42218;TEC-MA-5007;31/10/2020;LW-16825139;9,00;206.23176;257.7897;;;;
IN-2012-BM1157527-41153;FUR-TA-4644;20/01/2021;BM-1157527;1,00;276.8808;346.101;;;;
MX-2013-SH1997582-41454;FUR-BO-3646;28/01/2021;SH-1997582;7,00;49.404;61.755;;;;
IN-2015-JB1592527-42360;TEC-MA-5016;10/09/2020;JB-1592527;3,00;63.9;79.875;;;;
US-2013-AG1033082-41549;FUR-CH-5776;02/10/2024;AG-1033082;3,00;148.3776;185.472;;;;
IN-2015-MS175307-42290;TEC-CO-4791;03/02/2021;MS-175307;1,00;143.364;179.205;;;;
US-2015-AC10420140-42137;OFF-ST-4245;14/09/2020;AC-104201402;1,00;25.584;31.98;;;;
IN-2012-JR156707-40975;TEC-PH-3146;20/05/2021;JR-156707;4,00;43.728;54.66;;;;
CA-2014-AC10420140-41693;OFF-EN-5668;05/03/2021;AC-104201406;7,00;19.192;23.99;;;;
US-2015-AC10420140-42137;OFF-BI-6392;21/04/2020;AC-104201402;10,00;34.24;42.8;;;;
IN-2015-PP1895566-42315;TEC-AC-5224;28/01/2022;PP-1895566;4,00;58.5648;73.206;;;;
IT-2012-RA19285120-41256;TEC-CO-5991;19/08/2020;RA-19285120;10,00;95.76;119.7;;;;
IT-2015-CA1196548-42195;TEC-MA-5012;23/01/2020;CA-1196548;2,00;20.304;25.38;;;;
IS-2015-PB921063-42062;TEC-CO-4774;04/11/2024;PB-921063;1,00;203.7144;254.643;;;;
CA-2012-AC10420140-41101;OFF-BI-6321;02/04/2024;AC-104201404;4,00;0.7712;0.964;;;;
IN-2015-MC17575130-42278;FUR-BO-5787;25/07/2021;MC-17575130;1,00;166.8864;208.608;;;;
ES-2013-AS10225139-41425;TEC-PH-5841;01/08/2022;AS-10225139;4,00;203.5968;254.496;;;;
IN-2013-BS1175592-41591;FUR-TA-3437;13/10/2022;BS-1175592;6,00;141.888;177.36;;;;
ID-2013-BE1141059-41496;FUR-BO-3904;06/12/2023;BE-1141059;7,00;77.312;96.64;;;;
ES-2014-JC15385139-41960;TEC-PH-5354;23/01/2021;JC-15385139;7,00;381.69;477.1125;;;;
CA-2015-AT10435140-42348;FUR-TA-3410;29/07/2022;AT-104351404;2,00;99.592;124.49;;;;
ES-2012-MH1762062-41060;FUR-BO-4851;28/12/2023;MH-1762062;1,00;131.76;164.7;;;;
CA-2015-AT10435140-42348;OFF-AP-4565;01/09/2024;AT-104351404;7,00;120.96;151.2;;;;
SF-2014-SW10245117-41873;FUR-BO-4848;30/08/2022;SW-10245117;4,00;305.94024;382.4253;;;;
CA-2014-AT10435140-41968;TEC-PH-4868;10/06/2023;AT-104351404;7,00;16.76;20.95;;;;
ES-2013-RB1936045-41629;OFF-AP-4506;05/10/2022;RB-1936045;10,00;173.5488;216.936;;;;
ES-2015-TA2138548-42096;FUR-BO-3887;10/03/2022;TA-2138548;6,00;45.696;57.12;;;;
MO-2012-CP234086-41131;TEC-CO-4592;28/07/2022;CP-234086;5,00;302.712;378.39;;;;
IN-2014-NS1864092-41816;OFF-AP-3872;27/12/2021;NS-1864092;5,00;357.04608;446.3076;;;;
CA-2013-AT10435140-41523;OFF-BI-4353;14/05/2020;AT-104351408;2,00;2.7552;3.444;;;;
CA-2014-AT10435140-41968;FUR-FU-3923;13/09/2021;AT-104351404;7,00;1.5904;1.988;;;;
MX-2012-TR2132518-41110;TEC-CO-5998;28/10/2020;TR-2132518;5,00;141.7392;177.174;;;;
ZA-2012-NF8385146-41256;TEC-CO-3598;16/07/2020;NF-8385146;8,00;101.593024;126.99128;;;;
ES-2014-TZ21580139-41692;OFF-AP-3868;18/10/2020;TZ-21580139;1,00;198.204;247.755;;;;
ES-2012-AG1049545-41002;FUR-CH-5448;17/03/2021;AG-1049545;5,00;82.29144;102.8643;;;;
CA-2015-AT10435140-42348;OFF-AR-5291;16/08/2023;AT-104351404;7,00;3.5712;4.464;;;;
IN-2012-NG1843027-41251;TEC-CO-6000;07/12/2021;NG-1843027;5,00;94.29264;117.8658;;;;
IZ-2013-TB1105561-41441;TEC-AC-5225;01/10/2023;TB-1105561;4,00;105.6896;132.112;;;;
SF-2015-LT7110117-42280;TEC-PH-3152;06/11/2024;LT-7110117;6,00;29.6136;37.017;;;;
IN-2015-HK1489059-42244;TEC-CO-5998;03/03/2022;HK-1489059;2,00;141.7392;177.174;;;;
ID-2015-JC15340102-42012;TEC-CO-4791;26/04/2024;JC-15340102;7,00;143.364;179.205;;;;
CA-2015-AT10435140-42097;OFF-AR-5295;02/05/2021;AT-104351406;8,00;1.7792;2.224;;;;
IN-2014-BK1126027-41909;OFF-AP-4498;22/05/2022;BK-1126027;3,00;90.4032;113.004;;;;
MX-2012-CK1276082-41165;TEC-CO-4775;12/09/2023;CK-1276082;3,00;71.5536;89.442;;;;
ID-2015-MB17305144-42049;TEC-AC-4186;02/07/2023;MB-17305144;2,00;54.6432;68.304;;;;
IN-2012-AT107357-41065;TEC-CO-4590;29/07/2020;AT-107357;10,00;122.1216;152.652;;;;
CA-2012-AT10435140-41236;OFF-BI-2907;30/03/2023;AT-104351406;3,00;1.5312;1.914;;;;
ID-2015-AG1030092-42132;FUR-BO-5951;24/09/2023;AG-1030092;3,00;226.7148;283.3935;;;;
MX-2013-JC1538518-41384;TEC-CO-3707;11/07/2022;JC-1538518;10,00;91.224;114.03;;;;
IN-2015-SD2048527-42259;OFF-ST-5702;31/08/2020;SD-2048527;3,00;67.728;84.66;;;;
CA-2012-AT10435140-41269;OFF-FA-6129;10/08/2023;AT-104351404;2,00;16.8832;21.104;;;;
ES-2014-BD1163591-41802;TEC-MA-5005;09/12/2022;BD-1163591;6,00;42.0408;52.551;;;;
CA-2015-AC10450140-42358;OFF-SU-5168;14/05/2020;AC-104501408;3,00;532.9984;666.248;;;;
IN-2015-SD2048527-42259;TEC-PH-3133;27/09/2021;SD-2048527;5,00;23.856;29.82;;;;
CA-2015-AC10450140-42281;OFF-BI-4343;20/05/2021;AC-104501402;9,00;143.5184;179.398;;;;
US-2012-AC10450140-41212;TEC-PH-5607;24/08/2020;AC-104501404;7,00;74.2336;92.792;;;;
ES-2012-MH1811564-41270;FUR-BO-3624;17/05/2022;MH-1811564;9,00;214.3128;267.891;;;;
IN-2015-BE1133527-42276;TEC-MA-5018;15/02/2022;BE-1133527;5,00;88.1064;110.133;;;;
IT-2015-DC1328545-42125;FUR-TA-4643;13/01/2024;DC-1328545;1,00;276.4776;345.597;;;;
ID-2014-CG1252059-41802;TEC-CO-3587;08/04/2020;CG-1252059;6,00;84.3936;105.492;;;;
IN-2014-KC165407-41921;TEC-CO-3679;25/04/2021;KC-165407;8,00;83.7696;104.712;;;;
IN-2014-JE1616592-41725;TEC-CO-3599;02/09/2020;JE-1616592;4,00;63.303744;79.12968;;;;
CA-2014-AC10450140-41968;OFF-BI-4822;11/08/2023;AC-104501404;9,00;48.7984;60.998;;;;
IT-2014-JM1558045-41923;TEC-AC-3405;29/08/2022;JM-1558045;10,00;110.4896;138.112;;;;
IN-2015-VP2173058-42085;FUR-TA-5058;20/08/2021;VP-2173058;7,00;343.62;429.525;;;;
MX-2015-KC1625555-42308;FUR-BO-3892;25/05/2021;KC-1625555;9,00;164.304;205.38;;;;
CA-2013-AC45023-41450;OFF-BI-6370;15/12/2021;AC-45023;2,00;6.2912;7.864;;;;
CA-2013-AC10450140-41586;OFF-BI-6209;03/01/2024;AC-104501406;4,00;1.4256;1.782;;;;
SF-2015-EH3945117-42075;OFF-AP-3579;15/11/2021;EH-3945117;1,00;299.488;374.36;;;;
US-2013-AC10450140-41440;TEC-AC-3407;14/03/2023;AC-104501408;2,00;11.672;14.59;;;;
ES-2015-LR1691545-42237;TEC-CO-4580;12/07/2022;LR-1691545;2,00;35.5968;44.496;;;;
ID-2013-JE154757-41639;FUR-BO-3635;26/08/2020;JE-154757;1,00;74.1504;92.688;;;;
SF-2014-JD6150117-41903;TEC-CO-4765;03/11/2021;JD-6150117;10,00;78.4416;98.052;;;;
CA-2013-AC45023-41366;OFF-BI-2895;06/11/2021;AC-45023;10,00;3.5064;4.383;;;;
MX-2014-MS1783039-41717;FUR-BO-3890;25/02/2024;MS-1783039;3,00;208.29312;260.3664;;;;
IN-2015-ED1388527-42207;TEC-CO-3591;08/07/2023;ED-1388527;2,00;61.7376;77.172;;;;
MX-2014-SG2089051-41752;TEC-CO-3610;28/09/2024;SG-2089051;7,00;120.6432;150.804;;;;
CA-2014-AC10450140-41905;OFF-LA-3244;02/06/2021;AC-104501408;4,00;8.28;10.35;;;;
UP-2015-JB6045137-42132;FUR-CH-4532;15/05/2022;JB-6045137;6,00;152.2752;190.344;;;;
IR-2015-AH58560-42294;OFF-ST-4294;23/02/2023;AH-58560;2,00;13.8888;17.361;;;;
ES-2012-LA1678045-41263;OFF-ST-6046;21/03/2024;LA-1678045;10,00;47.6208;59.526;;;;
ES-2013-JM1586545-41312;FUR-FU-4064;16/08/2020;JM-1586545;1,00;62;77.5;;;;
ES-2015-MP1747048-42364;TEC-PH-3802;22/04/2024;MP-1747048;7,00;48.6144;60.768;;;;
TZ-2015-LT7110129-42314;OFF-ST-4259;26/06/2024;LT-7110129;10,00;43.9488;54.936;;;;
CA-2013-AC10450140-41586;OFF-PA-4460;27/12/2022;AC-104501406;10,00;3.8272;4.784;;;;
MA-2013-MS753077-41432;FUR-BO-4867;03/09/2022;MS-753077;5,00;63.7416;79.677;;;;
ID-2012-AH10195102-41237;OFF-AP-4501;20/01/2020;AH-10195102;3,00;159.8592;199.824;;;;
CA-2014-AC10450140-41905;OFF-BI-2935;30/07/2020;AC-104501408;3,00;0.4448;0.556;;;;
IN-2015-CM1193559-42097;FUR-BO-4844;12/10/2024;CM-1193559;10,00;102.168;127.71;;;;
ID-2014-HA14905102-41702;FUR-BO-4860;02/03/2024;HA-14905102;9,00;269.9604;337.4505;;;;
IN-2015-JG1531059-42134;OFF-ST-4079;12/07/2020;JG-1531059;6,00;47.6136;59.517;;;;
MX-2012-LP1709551-41116;FUR-BO-3642;26/03/2021;LP-1709551;7,00;233.1648;291.456;;;;
CA-2013-AH10465140-41276;FUR-BO-5529;04/01/2020;AH-104651402;7,00;120.21312;150.2664;;;;
ES-2014-EM1382545-41861;TEC-CO-3610;31/10/2023;EM-1382545;2,00;120.6432;150.804;;;;
MX-2013-LS1724582-41531;OFF-AP-4964;24/04/2022;LS-1724582;1,00;182.2656;227.832;;;;
ES-2013-BP11230120-41411;FUR-BO-5969;01/09/2022;BP-11230120;6,00;124.0416;155.052;;;;
SF-2015-CD1920117-42055;FUR-BO-3885;03/05/2023;CD-1920117;5,00;33.8184;42.273;;;;
MX-2015-JJ1544598-42336;FUR-BO-3902;11/06/2020;JJ-1544598;10,00;155.6992;194.624;;;;
MX-2014-KW1643582-41915;TEC-AC-4166;08/07/2022;KW-1643582;5,00;36.672;45.84;;;;
MX-2015-CS1225093-42269;OFF-ST-6047;07/05/2023;CS-1225093;6,00;47.736;59.67;;;;
MX-2015-NP1868582-42019;TEC-CO-6001;26/11/2021;NP-1868582;8,00;30.204;37.755;;;;
ID-2014-CV1280559-41805;TEC-CO-4776;22/01/2023;CV-1280559;7,00;119.976;149.97;;;;
IT-2013-SC20230120-41296;FUR-TA-5063;26/01/2020;SC-20230120;8,00;181.392;226.74;;;;
IN-2014-YS2188027-41738;FUR-CH-4655;25/09/2020;YS-2188027;5,00;243.808;304.76;;;;
ES-2012-LR1703548-41245;FUR-BO-3640;30/12/2024;LR-1703548;2,00;156.5184;195.648;;;;
IN-2014-TC215357-41958;TEC-PH-5268;31/01/2024;TC-215357;7,00;154.2456;192.807;;;;
RS-2015-PB9105108-42369;TEC-CO-4589;29/12/2022;PB-9105108;9,00;34.6248;43.281;;;;
MX-2015-SA2083082-42190;FUR-BO-5760;17/07/2023;SA-2083082;4,00;105.0264;131.283;;;;
CA-2015-AH10465140-42139;TEC-PH-4455;05/05/2020;AH-104651406;9,00;86.3952;107.994;;;;
IN-2014-LA1678027-41858;FUR-BO-5780;05/12/2023;LA-1678027;9,00;78.696;98.37;;;;
IN-2014-NK184907-41972;TEC-CO-3587;07/06/2020;NK-184907;10,00;84.3936;105.492;;;;
ES-2015-MW18220139-42253;TEC-MA-5016;17/08/2021;MW-18220139;2,00;63.9;79.875;;;;
CA-2013-AH10465140-41276;TEC-AC-4140;24/05/2023;AH-104651402;3,00;79.68;99.6;;;;
MX-2015-HR1477082-42328;FUR-CH-5441;18/11/2020;HR-1477082;5,00;112.7808;140.976;;;;
ID-2014-TS216107-41888;FUR-BO-3896;14/09/2023;TS-216107;1,00;39.0624;48.828;;;;
CA-2015-AH10465140-42139;OFF-ST-6627;27/12/2023;AH-104651406;6,00;7.2256;9.032;;;;
MX-2015-AH1046582-42223;TEC-CO-3687;22/06/2021;AH-1046582;10,00;76.3272;95.409;;;;
MX-2012-BT1130582-41214;TEC-PH-5843;04/04/2021;BT-1130582;3,00;40.3488;50.436;;;;
CG-2015-GT475533-42349;OFF-AP-3866;29/07/2020;GT-475533;2,00;134.0208;167.526;;;;
CA-2014-AH10465140-41765;FUR-TA-4624;04/04/2021;AH-104651404;2,00;24.8808;31.101;;;;
MX-2013-TC2114582-41446;TEC-PH-5841;10/03/2023;TC-2114582;6,00;203.5968;254.496;;;;
ES-2012-TT2146045-41014;TEC-AC-5226;04/04/2024;TT-2146045;10,00;118.2816;147.852;;;;
IN-2012-TM2149059-41230;FUR-CH-5412;09/01/2020;TM-2149059;10,00;38.8872;48.609;;;;
IN-2014-AF10870118-41776;TEC-CO-4790;20/10/2024;AF-10870118;10,00;114.76816;143.4602;;;;
CA-2013-AH10465140-41290;OFF-SU-2974;21/03/2024;AH-104651408;2,00;11.12;13.9;;;;
IN-2014-AG1030027-41759;TEC-CO-3609;09/01/2021;AG-1030027;3,00;151.38;189.225;;;;
CA-2013-AH10465140-41276;OFF-AR-5294;03/05/2024;AH-104651402;8,00;2.352;2.94;;;;
MX-2013-MF1825031-41535;TEC-CO-3608;09/01/2022;MF-1825031;9,00;161.8344;202.293;;;;
IN-2015-RB1943558-42090;FUR-BO-5968;28/01/2022;RB-1943558;10,00;124.4736;155.592;;;;
ES-2014-JB1540064-41789;TEC-CO-3611;09/11/2021;JB-1540064;8,00;151.524;189.405;;;;
SA-2012-MG7695110-40974;TEC-AC-5122;22/12/2020;MG-7695110;10,00;32.3808;40.476;;;;
CA-2015-AH10465140-42097;OFF-LA-3219;20/11/2020;AH-104651408;3,00;3.984;4.98;;;;
IN-2013-SN207107-41515;FUR-CH-4655;31/03/2024;SN-207107;8,00;243.808;304.76;;;;
ES-2015-TG2131045-42158;OFF-ST-4057;25/03/2024;TG-2131045;4,00;56.4828;70.6035;;;;
ES-2015-DL133158-42320;TEC-CO-3587;26/01/2022;DL-133158;2,00;84.3936;105.492;;;;
MX-2015-TC2153582-42349;FUR-CH-4561;28/08/2021;TC-2153582;5,00;97.392;121.74;;;;
ES-2015-HA1490564-42264;TEC-AC-4166;25/09/2022;HA-1490564;8,00;36.672;45.84;;;;
MX-2014-MZ1733537-41898;FUR-TA-5060;01/10/2021;MZ-1733537;5,00;445.9416;557.427;;;;
ID-2015-MF18250102-42039;TEC-PH-5355;19/05/2020;MF-18250102;7,00;305.928;382.41;;;;
MX-2015-AJ1094582-42290;OFF-AP-4962;19/09/2024;AJ-1094582;4,00;225.5744;281.968;;;;
IN-2012-KH166907-41135;FUR-CH-5807;04/01/2020;KH-166907;2,00;100.764;125.955;;;;
CA-2013-AA48023-41432;OFF-AP-4506;18/02/2023;AA-48023;6,00;173.5488;216.936;;;;
IN-2013-MV1819027-41450;TEC-AC-3405;19/05/2021;MV-1819027;8,00;110.4896;138.112;;;;
MX-2014-MM1726051-41643;FUR-CH-4531;14/02/2020;MM-1726051;2,00;113.6664;142.083;;;;
CA-2014-AA10480140-41878;FUR-TA-4617;17/04/2022;AA-104801402;9,00;53.7408;67.176;;;;
IN-2013-SC2080058-41310;FUR-BO-5787;23/10/2022;SC-2080058;2,00;166.8864;208.608;;;;
IN-2014-RA1928558-41863;TEC-CO-4791;17/01/2021;RA-1928558;9,00;143.364;179.205;;;;
IN-2015-RB1946558-42326;TEC-AC-5201;28/04/2020;RB-1946558;6,00;29.136;36.42;;;;
ID-2012-CM1219097-41065;TEC-CO-3604;27/09/2023;CM-1219097;8,00;34.6392;43.299;;;;
IT-2015-DR1294048-42330;OFF-AP-3577;11/12/2023;DR-1294048;8,00;165.5904;206.988;;;;
ES-2014-SC20095139-41765;FUR-TA-4706;20/05/2023;SC-20095139;8,00;142.5792;178.224;;;;
IN-2015-PS1904558-42272;OFF-ST-6047;16/10/2022;PS-1904558;10,00;47.736;59.67;;;;
CA-2014-AA10480140-41878;TEC-AC-5279;24/12/2020;AA-104801402;7,00;102.3936;127.992;;;;
CA-2014-AA10480140-41838;OFF-ST-6287;17/04/2021;AA-104801402;9,00;169.7088;212.136;;;;
CA-2014-AA10480140-41878;TEC-PH-3827;04/07/2024;AA-104801402;6,00;44.7936;55.992;;;;
IR-2012-TS1143060-40963;TEC-PH-3807;23/10/2023;TS-1143060;5,00;157.0176;196.272;;;;
IN-2015-LM1706527-42265;TEC-CO-4775;19/09/2024;LM-1706527;5,00;71.5536;89.442;;;;
ID-2014-KH163607-41950;FUR-BO-5943;23/02/2024;KH-163607;4,00;66.672;83.34;;;;
IN-2012-DP1300078-41223;TEC-CO-4772;10/10/2021;DP-1300078;10,00;92.023584;115.02948;;;;
ES-2015-MC18100120-42246;FUR-BO-3905;27/02/2022;MC-18100120;6,00;38.9088;48.636;;;;
CA-2014-AA10480140-41838;OFF-ST-3744;03/08/2020;AA-104801402;2,00;51.8272;64.784;;;;
IT-2014-EH13945139-41840;TEC-CO-5993;30/11/2021;EH-13945139;7,00;54.231424;67.78928;;;;
ES-2014-JB1540064-41789;OFF-AP-3875;18/06/2024;JB-1540064;2,00;128.7432;160.929;;;;
ES-2015-EH1418548-42146;OFF-ST-5693;18/10/2024;EH-1418548;9,00;34.0992;42.624;;;;
CA-2014-AA10480140-41838;OFF-PA-6552;06/11/2021;AA-104801402;8,00;4.1472;5.184;;;;
IN-2012-DJ13420144-40988;OFF-AP-4956;12/08/2024;DJ-13420144;8,00;148.68;185.85;;;;
ZA-2013-DJ3510146-41524;TEC-PH-5354;21/11/2021;DJ-3510146;6,00;381.69;477.1125;;;;
MX-2013-DS1318093-41419;OFF-AP-3575;20/02/2023;DS-1318093;6,00;166.1856;207.732;;;;
MX-2012-PW1903082-41174;FUR-BO-3889;04/11/2021;PW-1903082;5,00;98.4528;123.066;;;;
ES-2015-HM14860139-42181;TEC-AC-5223;19/06/2021;HM-14860139;8,00;78.7872;98.484;;;;
EG-2015-RD966038-42283;TEC-CO-6009;06/12/2023;RD-966038;1,00;114.3552;142.944;;;;
US-2012-SC200505-41163;FUR-BO-3641;08/05/2020;SC-200505;5,00;263.2824;329.103;;;;
IN-2013-ES1402027-41445;FUR-CH-4547;24/09/2022;ES-1402027;5,00;59.736;74.67;;;;
MX-2015-LB1673536-42312;TEC-PH-3806;02/08/2022;LB-1673536;8,00;208.8576;261.072;;;;
MX-2013-TB2135518-41606;FUR-TA-4710;04/09/2024;TB-2135518;8,00;227.6352;284.544;;;;
IN-2013-EH1376527-41612;FUR-BO-4862;09/02/2024;EH-1376527;10,00;77.8112;97.264;;;;
ES-2015-MZ17515124-42326;TEC-CO-4568;01/08/2022;MZ-17515124;10,00;83.519072;104.39884;;;;
IN-2014-JH1591092-41959;FUR-CH-5378;19/09/2021;JH-1591092;2,00;110.5056;138.132;;;;
ES-2014-PK1907544-41703;FUR-BO-3891;15/06/2024;PK-1907544;4,00;131.8752;164.844;;;;
CA-2012-AA10480140-41032;FUR-FU-3924;02/12/2021;AA-104801406;8,00;8.7872;10.984;;;;
CA-2014-AA10480140-41838;OFF-PA-6213;17/11/2020;AA-104801402;4,00;5.848;7.31;;;;
IN-2014-YS218807-41957;TEC-CO-3707;25/09/2022;YS-218807;7,00;91.224;114.03;;;;
HU-2012-ER385557-40918;FUR-BO-4863;05/06/2024;ER-385557;7,00;116.2848;145.356;;;;
MX-2015-MH1802539-42349;TEC-PH-3129;07/12/2022;MH-1802539;2,00;40.0752;50.094;;;;
IN-2014-MG1820558-41853;TEC-AC-3403;09/01/2023;MG-1820558;1,00;102.624;128.28;;;;
ES-2015-MS17710139-42290;TEC-PH-5355;18/03/2020;MS-17710139;2,00;305.928;382.41;;;;
TO-2014-LC6960131-41811;OFF-AP-4957;04/06/2022;LC-6960131;2,00;165.504;206.88;;;;
CA-2014-AA10480140-41878;OFF-PA-6506;28/05/2020;AA-104801402;5,00;3.6992;4.624;;;;
CA-2014-AA10480140-41838;OFF-PA-5677;08/11/2021;AA-104801402;7,00;4.8896;6.112;;;;
MX-2012-SO2033582-41076;FUR-TA-4689;08/12/2022;SO-2033582;2,00;221.056;276.32;;;;
